review_ID,review_name,reviewers_name,review_rating,review_date,review_text,pos_neg
R16DEF04TB8WI, Lumpy & mever fluff & expand correctly for comfort no matter what tricks you do,sharon,1,11-Nov-19,"Fluffiness is in clumps imside the pillow.
I tried to follow the directions by fluffing with & withojt tennis balls in the dryer after I
""Vigorously shook it for 5 minutes"" as directed.
We are on day 6 now of waiting foe it to ""expand to it's proper size""
Had I not put it through the ringer to try to obtain the fulm fluff effect, I could've returned them.",negative
R3VJI74HMIXQLQ," Great pillow , 12-18months value",Mike Franz,5,6-Mar-20,"I first bought these pillows March 2018 and loved them right away. Follow the instructions for fluffing (something about putting them in the sun IIRC) and they fluff up great. I would say these were 10/10 pillows for the entire first year, and likely went south shortly after that, and I've stretched them to being flat and dull at this point exactly two years later and am ordering another set. I should have done this six months ago tho.

So expect a happy lifespan of 12-18 months.",positive
R3SJMMY36V9PTL, Definitely soft and squishy,Jaida,5,1-Dec-19,"I only like soft pillows that I can mush until it's in just the right position to support my neck (I'm a back sleeper). All the negative reviews are about these pillows being *too* soft, but if you're anything like me, this is exactly what you're looking for. However, if you are looking for any amount of firmness, these are definitely not for you.

It took me maybe a couple minutes per pillow to fluff when I got them and there was no smell at all. I used them the night they were delivered and had a fantastic sleep.",positive
R1B0HTVXI7VKUT," Great pillow, Sleeping Better, & Very Reasonably Priced!",Amazon Customer,5,12-Jul-20,"Super nice, easy to fluff, and great to wash in the washer! I purchased these because they were reasonably priced & received good reviews. My daughter loves them, and I ended up swiping one to try for myself. I had an expensive pillow I’d been using for some time, but I was having neck & shoulder pain. I’ve been sleeping so much better with this pillow and no more pain! Highly recommend and a great price!",positive
R1HGVS01LY000A, Okay...,BM,4,31-May-21,"They’re okay, not as good as I thought after reading the reviews... I didn’t like that when we got them out of their package they have a lot of some kind of fluff on and we have to removed one by one, I collected all of it from one pillow - see photo. They aren’t flat after some hours so I guess that’s okay, but that’s it: they’re okay.",positive
R1UD4PPJAQ4ZJF, Completely flat and far from comfortable.,Liane Fleury,1,21-Sep-19,"It’s very rare that I leave a negative review so this is hard. The pillows came in vacuum packed bags and sucked flatter than I could ever imagine. It took almost a week before they got to their natural shape which wasn’t anything like they were advertised. They had no fluff and would be better for a stomach sleeper as they were extremely flat. I am a side mostly, and back sleeper. They were far from comfortable so they are now useless to me. Sooooo disappointed. Would NOT recommend them to anyone.",negative
RR5D56EJXTS1H, Not comfortable,Issa,1,13-Dec-19,Bought these in October and it is now December so it’s too late to return them and I can’t find contact info for the company. Basically the pillows have not been comfortable. They’re too fluffy/big that me and my partner’s necks are too high up from our backs. We’ve been unable to sleep without back pain and I was hoping these would shrink a little since I thought it was just because they were new. Unfortunately I will be giving these away or throwing them out for new pillows.,negative
R36T897GA1X4SW, ... my boys rooms in queen and these are a great thick and fluffy pillow,Hello Kitty Mom of 4,5,21-Jun-18,"i bought 6 sets for my boys rooms in queen and these are a great thick and fluffy pillow, however, i bought the king size for my bed and it was terrible . there was no fluff and it was flat and uncomfortable. it is unrealistic how the size makes a difference. they should work on this for larger size pillows.

i do recommend to only purhcase the stand/queen size, they are really comfortable and they do maintain their thick flufflyness even after sleeping just fluff them back in place. amazing pillows at an amazing price.",positive
R36Q7FUDTAUYLB, Soft yet firm.,Andrew Sleath,5,17-May-21,"These pillows come with all the air sucked out of them so when you first see them there is an element of doubt that you'll ever get a good night's sleep. However after I followed the instructions to ruffle them up a little bit, I got into bed that evening and had the best night sleep ever. I'm going to replace all of my pillows with these. Quite excellent",positive
RO6M7A186P02E, Flat out disappointed.,Holland,1,24-Jan-20,"Just like the rest of the 1 star reviews, these pillows are not ""medium firm"". The second my husband and I tested these pillows they immediately collapsed. There is absolutely no support to these pillows. I've purchased the cheapest pillows that target sells that have way more support.
My husband describes them as being akin to the cheap matters pillow toppers.
Ultimately, disappointed.",negative
R28JA6VPL47AAM, Lumpy,SallyCat,2,5-Jul-20,"I have only been using these for a few months - They are guest pillows so they are not even used day to day - maybe 10 times. They have become a bag of lumps after a few uses. I can't evenly re-fluff them. They are mis-shaped, large lumps throughout. They are embarrassing to share with guests. I am throwing them out which is a shame since they haven't been used much.",negative
R30356GVNETXKP, Very comfortable,Daniel Kelton,4,14-Nov-19,"I am very particular about my pillows. I want the comfort but also need the support. Seems pretty simple but I have bought both expensive and inexpensive, and for the most part haven't really been satisfied. So far, I am impressed with these pillows and feel like they are contributing to a great nights sleep. You can't ask for more than that.",positive
RJQNBER075JQU, Cushions is wet and covered in mold.,Du Preez,1,30-Oct-20,"Recieved these today. The cushions has mold growing on it!

It is not worthwhile for me to return them as I live in Panama. The shipping cost will be more than the actual cushions.

I decided to remove the pillows from the protective plastic (vacuum sealed). The pillow was very damp. How does a wet pillow end up being vacuum sealed?

Extremely disappointed.",negative
R2FQBL5QRDVR9E, Great Pillow,Christina,5,10-Nov-20,"I ordered six of these. They are not firm, but they keep their shape well. They come flat with the air removed. The fluff directions work well. All three family members give these a thumbs up. I have one family member that like hard pillows, and these are not those. These are for those that like a fluffy soft pillow. They are new, so I am not sure how long they keep their shape. A step above your Walmart level pillow. So far they are holding up better than a Walmart pillow.",positive
R1PQHMDYLA04IC, Buyer beware,R baker,1,4-Sep-21,"Worst pillow i have ever slept on. You would be better off going to a dollar general and buying their cheap 5 dollar pillows instead of these useless pieces of junk. No support what so ever. Came vaccum sealed and never fluffed up even after trying all the tricks in the world and following their directions. They didnt puff up more than 2 inches. And they get hot and stay hot. Worst pillow on the planet.. i am not someone who leaves alot of reviews. Especially bad ones, but i felt the need to make an exception this time because the product is seriously that bad.",negative
